Blog_ID,Blogger_Name,Blog_Title,Destination,Days_to_Plan,Blog_Post_Date,Average_Blog_Rating,Trip_Cost_Saved($),Readers_Count,Helpfulness_Score,Blog_Length(Words),Transportation_Mode,Average_Trip_Duration(Days),Traveler_Age_Group,Blog_Category,Likes_Count,Comments_Count,Average_Time_Spent_Reading(Minutes),Country,Traveler_Economy_Status($),Video_Blogging,User_Planned_Trip
4001,Tammy Davis,Should stuff why buy against officer.,Port Patricia,3,2022-10-02,3.69,105.07,2375,1.63,880,Flight,3,46-60,Cultural,1492,489,10,United States Minor Outlying Islands,342683.36,Yes,Yes
4002,Caitlin Medina,Wonder article space firm consumer soon family.,Edwardsview,14,2023-04-29,3.24,318.65,1083,3.47,2543,Car,5,26-35,Romantic,34,54,15,Uzbekistan,70778.04,Yes,No
4003,Amy Stevenson,Sort music time example which.,Lake Jack,2,2020-11-12,4.46,211.74,2275,2.63,2164,Bus,13,36-45,Luxury,160,163,28,Netherlands,507561.19,No,Yes
4004,Paul Henson,Country mission along smile challenge.,Duartechester,15,2022-11-03,1.03,140.7,3271,2.37,2099,Bus,4,46-60,Family,809,132,25,Congo,355877.17,No,Yes
4005,Martin Cooper,Fill parent wish toward less.,Johnville,4,2023-04-18,3.05,148.18,777,3.58,1455,Train,9,18-25,Luxury,93,126,21,Czech Republic,268081.87,No,Yes
4006,Melissa Oconnell,Item mouth nothing goal.,East Stephen,18,2022-04-22,4.17,283.09,4779,7.03,1910,Bus,7,60+,Adventure,491,38,16,Saint Barthelemy,572897.9,Yes,No
4007,Scott Gilbert,Same forget would.,Larafort,18,2023-01-12,2.73,491.21,3170,9.6,1765,Train,14,26-35,Luxury,1191,424,12,Christmas Island,189877.46,No,Yes
4008,Joshua Taylor,Main magazine low prepare response tend style add.,South Barbara,20,2020-09-14,3.65,61.53,2840,2.11,2028,Car,12,60+,Luxury,1420,432,8,Tanzania,567504.03,Yes,No
4009,Jonathan Fuller,Anything computer their senior value student focus sea.,New Daniel,4,2021-12-22,2.39,165.37,4306,8.9,2060,Bus,7,46-60,Family,1432,1,14,Jordan,834320.44,Yes,No
4010,Tiffany Foster,Both there report whose accept image information.,Loveshire,3,2022-12-12,1.32,278.46,457,8.33,317,Flight,14,36-45,Adventure,1015,139,13,Central African Republic,156156.21,Yes,Yes
4011,Joanna Griffin,Only president begin risk.,Cookfurt,13,2024-07-04,1.57,76.98,4496,2.72,784,Car,13,46-60,Romantic,404,45,24,Azerbaijan,225835.89,Yes,Yes
4012,Robert Wright,Respond adult evening born sure save development.,South Brenda,16,2020-06-03,4.81,160.88,976,3.28,532,Train,10,18-25,Solo,646,103,26,Samoa,559466.04,No,Yes
4013,Tracy Trevino,Forward add white action account able whole nice.,South Erik,2,2021-11-12,4.54,317.69,4296,2.44,2688,Car,14,46-60,Romantic,1424,453,17,Grenada,151668.68,No,No
4014,Tiffany Carroll,Protect item south on brother anyone ability.,Port Tina,17,2023-10-11,5,244.3,4780,2.66,1089,Car,8,36-45,Adventure,36,351,21,United States Virgin Islands,184413.35,Yes,Yes
4015,Harold Foster,Successful wish yeah yourself girl task begin.,West Ashleyshire,16,2021-02-03,3.16,480.5,1935,6.67,2898,Train,3,36-45,Family,718,491,27,Liechtenstein,637204.19,No,Yes
4016,Theresa Garcia,Player democratic citizen apply day whole.,East Brittneyview,9,2024-06-07,3.05,376.65,3067,3.76,2966,Car,5,36-45,Adventure,742,385,16,Mali,414547.32,Yes,Yes
4017,Alexander Carroll,Painting store remain health behind common can.,Baileyport,6,2022-01-26,1.46,340.83,3297,9.53,1029,Train,5,18-25,Solo,1909,238,26,Croatia,420747.24,No,Yes
4018,Jennifer Bartlett,The color cup street worker unit.,South Valerieside,12,2024-02-10,2.37,59.66,1418,2.19,2311,Car,12,18-25,Solo,1129,195,4,Austria,41066.91,No,No
4019,Frank Golden,Focus information class radio.,West Marvin,12,2020-05-28,4.36,134.43,4163,4.11,1298,Bus,13,18-25,Luxury,1247,92,10,Belarus,245888.7,Yes,Yes
4020,Becky Lee,He have military thus my at and resource.,South Amber,14,2021-07-15,3.27,366.18,1745,1.19,2751,Flight,4,60+,Cultural,135,105,5,Mongolia,229799.62,Yes,Yes
4021,Jeff Barker,Financial Mr rule everybody whole chance.,East Ronald,1,2024-06-07,4.1,270.29,432,1.63,1778,Flight,8,26-35,Family,354,436,28,Ghana,928439.36,Yes,Yes
4022,John Simon,Approach body guess mention listen.,Mitchellborough,14,2020-11-21,4.95,485.38,806,5.24,1411,Train,14,46-60,Family,648,83,15,Madagascar,233240.75,Yes,Yes
4023,Stacy Brown,Out total ten thought data Congress.,New Julia,17,2023-08-12,3.24,162.35,2792,7.63,2856,Flight,10,18-25,Cultural,1478,375,16,Greece,113187.34,No,Yes
4024,Jackson Garcia,Yet however third thank oil hospital.,Markhaven,9,2022-12-27,3.83,197.16,2583,2.98,451,Car,4,36-45,Adventure,311,464,12,Brunei Darussalam,915977.02,No,Yes
4025,Mercedes Harper,Everyone fact sort learn end.,New Michael,18,2020-01-14,1.11,422.6,1343,9.56,990,Car,5,18-25,Solo,1024,416,4,Saint Barthelemy,731373.32,Yes,Yes
4026,Lori Baker,Special local green page speech college state.,West Judithberg,8,2022-10-28,3.97,97.13,1702,6.86,1105,Car,14,60+,Solo,579,360,26,Saint Martin,208914.48,Yes,Yes
4027,Kayla Mack,Out now time.,South Jill,19,2020-12-08,3.59,313.56,4998,4.65,1612,Train,7,18-25,Adventure,500,188,14,Uzbekistan,971146.73,No,Yes
4028,Anthony Martin,Thought many blue half sometimes job official.,Gregorymouth,17,2020-12-05,4.07,265.93,2206,6.76,1255,Bicycle,7,18-25,Cultural,996,229,29,Macao,60469.49,Yes,Yes
4029,John Johnson,Might minute senior style almost.,Hortonfurt,9,2021-07-07,1.61,296.19,2184,9.47,1625,Flight,5,60+,Romantic,719,427,26,Latvia,326074.99,Yes,Yes
4030,Stacy Mckinney,Discuss door week of everybody bring.,Smithchester,18,2021-09-24,3.17,437.66,4990,6.05,2908,Car,14,36-45,Budget,292,251,10,Saint Helena,446079.91,Yes,Yes
4031,Timothy Wang,Amount man standard.,Joanport,9,2023-03-30,1.13,415.83,3520,7.71,591,Bicycle,7,26-35,Cultural,1592,178,10,Armenia,669597.01,Yes,Yes
4032,Craig Fischer DDS,Key speech mention goal improve.,Blackhaven,9,2020-04-11,4.59,99.77,4064,6.06,1724,Bicycle,11,46-60,Solo,1792,435,27,Anguilla,721753.52,Yes,Yes
4033,Michael Le,Cover soldier model be what near trip.,South Haleyview,4,2020-11-22,1.8,344.33,3178,8.96,1694,Train,9,18-25,Adventure,194,33,17,Christmas Island,617733.28,Yes,Yes
4034,Justin Weber,Quality magazine fact cost along.,West Amy,4,2023-05-21,2.02,391.54,1834,1.3,2380,Car,14,26-35,Romantic,782,55,28,Taiwan,664680.46,Yes,Yes
4035,Austin Houston,It condition week man.,Michaelberg,4,2024-01-01,2.46,133.53,496,9.96,2982,Train,3,60+,Cultural,1884,103,20,Libyan Arab Jamahiriya,449224.67,Yes,Yes
4036,Ashley Santiago,Week its hope when.,North Arthurton,14,2023-11-26,3.7,218.36,3724,3.3,1632,Bicycle,14,60+,Solo,418,159,22,Botswana,619917.62,No,Yes
4037,Sharon Allen,Past machine experience usually skill.,East Tristan,14,2020-09-18,3.98,450.71,3920,5.05,2768,Bicycle,9,60+,Cultural,1856,127,10,Nigeria,674609.17,Yes,No
4038,Thomas Williams,College account everybody lot.,East Janetville,15,2021-03-16,4.72,425.1,4326,6.89,2313,Car,12,36-45,Budget,1026,309,27,Solomon Islands,598817.08,No,Yes
4039,Lisa Parsons,Reveal community be check size such.,North Ashleyport,2,2020-06-17,1.75,178.23,2258,4.42,1262,Bicycle,7,36-45,Family,424,240,7,Norfolk Island,325199.91,No,Yes
4040,Melissa Williams,You need machine.,South Christine,7,2022-08-19,1.29,61.1,4003,5.07,2205,Flight,8,18-25,Romantic,1183,25,25,Anguilla,938001.06,Yes,Yes
4041,Nathan Moses,Your group new remember democratic.,Wilsonton,9,2024-07-11,4.41,145.39,4621,1.92,631,Train,11,36-45,Luxury,993,358,25,Central African Republic,292247.77,Yes,No
4042,Margaret Thompson,Run break also happen wait hundred other.,Osbornborough,16,2020-07-21,3.65,447.24,3784,2.42,1726,Bus,9,46-60,Romantic,1037,11,26,Suriname,842349.56,Yes,Yes
4043,Brandon Ward,He professional chair usually.,South Michaelville,11,2023-11-04,4.81,102,345,1.09,400,Flight,11,18-25,Solo,1149,185,15,United Kingdom,475666.31,Yes,Yes
4044,Kathleen Wade,Hear good note claim front.,South Michaelport,14,2024-01-22,1.66,365.13,3184,8,1631,Bus,6,46-60,Luxury,360,127,16,Peru,136562.81,No,No
4045,Michael Francis,Agent response real late second record such.,South Judytown,16,2023-07-04,3.71,414.92,4502,4.13,1956,Bus,6,18-25,Romantic,1740,411,16,Ukraine,670988.87,No,Yes
4046,Elaine Cruz,While room her person side piece skill.,Bryanchester,19,2020-08-05,2.25,358.01,1395,4.09,1058,Bicycle,14,26-35,Solo,1812,240,3,Yemen,71404.28,Yes,No
4047,Gerald Snyder,Most step western show through should must.,Brownmouth,15,2020-07-04,3.33,301.89,817,9.5,1156,Bicycle,11,60+,Budget,1112,194,12,Sudan,576427.94,Yes,Yes
4048,Andrea Moore,Tree resource owner use.,East Jonathonview,16,2023-12-12,3.35,390.68,4488,6.28,2651,Bicycle,5,46-60,Romantic,1344,5,24,Honduras,474110.94,No,Yes
4049,Melissa Orr,Walk yet short address step unit too.,Nancybury,5,2021-08-15,1.53,87.75,2738,6.93,804,Train,4,60+,Luxury,1637,216,9,Samoa,268308.09,Yes,No
4050,Elizabeth Marquez,North total month watch.,Pattersonmouth,1,2022-02-02,1.42,199.55,3325,9.75,2382,Car,10,36-45,Solo,1752,474,12,Cayman Islands,942813.15,No,Yes
4051,Nicholas Stewart,Term appear argue process.,Richardsonland,7,2021-01-08,4.61,185.69,372,3.58,364,Bicycle,8,46-60,Romantic,1382,18,28,Tanzania,893152.51,No,Yes
4052,Alyssa Cox,Data already draw one decide worker southern.,North Abigail,11,2023-01-11,2.32,322.14,3304,5.46,1678,Train,9,18-25,Solo,341,78,7,Burkina Faso,4959.78,Yes,Yes
4053,Alexander Schwartz,Cell dream identify human crime young same.,New Christopherside,12,2023-03-17,3.08,116.52,1266,4.89,559,Flight,3,18-25,Adventure,1868,309,2,Antigua and Barbuda,453060.51,Yes,Yes
4054,Joshua Zhang,Subject option plant station effort.,Maymouth,15,2024-07-22,1.15,323.56,1706,7.26,2159,Car,4,60+,Solo,14,107,29,American Samoa,150870.44,No,Yes
4055,Brendan Carr,Gun discuss save field individual probably medical.,South Justinstad,6,2021-11-04,4.1,388.54,1216,2.56,2910,Train,8,60+,Cultural,733,357,24,Bosnia and Herzegovina,688101.07,No,Yes
4056,Scott Mckinney,Early hotel step explain.,New Lindahaven,13,2022-07-10,3.87,235.33,4605,2.61,418,Train,4,18-25,Romantic,1563,214,17,Anguilla,93985.85,No,Yes
4057,Stephen Wilkerson,Trial both ball example all less.,Moralestown,16,2021-04-10,3.03,229.75,3819,5.45,396,Flight,11,36-45,Solo,1701,176,7,Guyana,529712.33,No,Yes
4058,Rebecca Kline,Black at follow short religious direction could card.,North David,1,2022-02-22,2.43,382.15,2340,8.17,2291,Bus,7,18-25,Romantic,1494,365,27,Tonga,639476.63,No,Yes
4059,Brian Gonzales,Mean west tend kitchen media contain.,South Debraberg,4,2021-03-18,1.61,215.19,1294,5.3,2227,Car,11,36-45,Luxury,1499,172,21,Jordan,192690.7,Yes,Yes
4060,Mr. David Herman,Model throw start program air doctor never.,Port Lynnfurt,3,2023-06-23,3.26,477.84,4295,6.91,980,Flight,8,36-45,Family,1956,397,18,Saint Pierre and Miquelon,791300.7,Yes,Yes
4061,Mitchell Garcia,Player read film run general car.,Port Laura,6,2022-12-18,4.06,180.99,4348,4.86,1243,Bicycle,7,18-25,Cultural,1917,70,3,Gibraltar,16262.34,Yes,Yes
4062,William Marks,Will on return wait indicate.,Mayerfurt,2,2023-09-24,3.37,122.54,2748,4.58,2443,Train,12,60+,Cultural,1842,462,26,Aruba,554801.75,Yes,No
4063,Ricky Burnett,Good daughter help deep.,Leefort,8,2023-07-30,1.22,226.78,3027,9.77,941,Car,9,46-60,Solo,186,482,6,Andorra,696497.75,No,Yes
4064,Hayley Tucker,Issue those employee have individual.,Port Kevinland,14,2024-03-23,3.32,435.75,656,6.65,2302,Train,11,36-45,Adventure,1716,370,5,Marshall Islands,442038.05,Yes,Yes
4065,Nicholas Delgado,Anyone hit rest father one.,Emilyside,18,2021-07-26,3.37,367.53,2219,7.57,2934,Bus,3,36-45,Luxury,476,0,5,Namibia,272456.04,Yes,Yes
4066,Steven Marshall,Population PM yes sit help.,East Robertstad,12,2023-11-02,2.66,262.36,657,2.18,1238,Bicycle,11,60+,Budget,1194,192,28,Martinique,693157.65,Yes,Yes
4067,Amanda Montgomery,Whom impact true general enough social.,New Brian,13,2023-05-20,3.08,149.82,1666,1.6,1898,Bicycle,7,18-25,Cultural,164,38,29,United States of America,456106.79,Yes,No
4068,Maurice Ray,Ready family throw meet.,West Robert,12,2024-07-09,1.88,305.41,3251,9.77,1051,Flight,11,46-60,Luxury,213,405,20,Tuvalu,626806.56,Yes,Yes
4069,Carrie Smith,Production hundred fish six perform.,East Jefferyton,4,2021-10-24,3.83,73.54,4474,7.22,1640,Flight,3,18-25,Cultural,1155,218,15,Mozambique,462687.27,No,Yes
4070,Stephanie Murphy,Over father will attention floor seven.,New Davidborough,13,2020-10-08,2.94,151.48,2766,3.82,2025,Bus,6,60+,Solo,47,158,2,Palestinian Territory,679363.26,Yes,No
4071,Misty Mcconnell,That health case.,Lisafort,3,2020-12-07,3.79,470.66,3582,2.96,981,Bicycle,14,18-25,Luxury,579,97,6,Mozambique,552686.55,Yes,No
4072,Adam Carroll,Leg feeling network.,North Thomas,8,2024-06-29,2.72,102.74,4906,9.89,478,Bicycle,13,26-35,Family,1095,343,11,Syrian Arab Republic,527346.27,No,Yes
4073,Kristen Alexander,Benefit age common central for writer present.,Leontown,6,2021-03-23,4.32,198.91,3036,8.61,2883,Train,4,60+,Romantic,1660,355,8,Albania,641651.76,Yes,Yes
4074,Matthew Stafford,Role upon method miss design.,South Karen,15,2020-01-30,1.65,332.96,1228,6.92,544,Bus,8,36-45,Budget,1520,207,17,Wallis and Futuna,486566.15,Yes,Yes
4075,Sarah Kidd,Partner kind these leg.,Kellyport,5,2020-02-27,2.36,283.68,2970,9.83,1340,Bicycle,13,26-35,Family,1521,309,10,Niue,321570.15,Yes,Yes
4076,Jack Reeves,Offer every guy western easy relate.,Cooperfurt,9,2021-01-20,3.73,372.33,1101,9.74,2589,Flight,5,36-45,Budget,1764,340,2,Lesotho,746970.04,No,Yes
4077,Michael Gordon,Investment girl name measure.,Daytown,14,2022-09-26,1.1,223.3,1140,4.13,1177,Train,10,46-60,Cultural,482,492,4,Canada,537952.82,No,Yes
4078,Dawn Nelson,Garden often performance how.,Hensleyfort,3,2023-09-10,2.05,474.08,2510,4.27,1429,Bus,14,18-25,Solo,1985,456,12,Liberia,521031.36,Yes,Yes
4079,Makayla Alvarado,Around certain pass while religious accept.,Port Robertshire,2,2021-10-21,1.21,297.87,1707,8.03,2435,Bicycle,8,60+,Adventure,1766,97,10,Canada,963504.06,No,Yes
4080,Matthew Lambert,Career seek success I store.,Lake Rebecca,6,2022-12-24,3.23,99.65,2897,2.61,994,Flight,13,36-45,Family,605,107,10,Nepal,257290.35,Yes,No
4081,Nicholas Villarreal,Born child remain however suggest establish.,North April,6,2023-07-09,2.81,158.62,1118,6.95,747,Car,7,60+,Solo,829,277,26,Iraq,318902.63,No,Yes
4082,Ruben Mendez,Maybe difficult carry be.,Maldonadoland,8,2020-11-03,2.75,426.75,3200,8.26,1295,Train,13,36-45,Family,361,356,25,Turkey,232800.18,Yes,No
4083,Victoria Conner,Do suggest both tree.,East Emmamouth,6,2022-03-22,4.96,216.83,4829,7.69,1709,Train,14,36-45,Adventure,152,233,5,China,671797.62,Yes,Yes
4084,Melissa Sanchez,Subject cell ask.,Deborahfurt,19,2020-10-04,3.09,245.71,482,5.02,1233,Flight,11,18-25,Luxury,1451,481,17,Niger,295537.56,No,Yes
4085,Wendy Fleming,Claim answer suffer here by close receive.,Laurahaven,10,2020-04-16,4.05,293.4,187,8.03,2963,Car,3,26-35,Adventure,315,474,21,Uzbekistan,268229.44,No,Yes
4086,Michelle Romero,Head evidence role best face experience road.,New Laura,2,2020-07-11,4.21,150.87,1143,3.32,2482,Bus,9,18-25,Family,683,295,7,Jersey,860152.99,No,Yes
4087,Kelli Yang,College fund where than democratic.,Lake John,10,2021-06-15,1.98,294.04,2601,6.21,730,Train,12,36-45,Family,1432,125,19,Costa Rica,330542.25,No,Yes
4088,Kimberly Forbes,Mrs follow she site industry rest.,East Thomas,11,2023-05-12,1.71,59.3,3489,4.97,1044,Train,5,60+,Family,1979,333,21,Kenya,381161.03,No,Yes
4089,Elizabeth Evans,Ahead address education everything.,West Andrew,20,2022-12-04,2.86,139.84,4687,2.2,2761,Bicycle,4,18-25,Budget,861,430,14,Antigua and Barbuda,999353.15,Yes,Yes
4090,Denise Cohen,Hour pay change company will.,East Cristianville,1,2020-01-02,4.14,168.22,2875,7.15,2411,Bus,11,18-25,Luxury,1190,186,12,Bulgaria,954758.4,No,Yes
4091,Jessica Huynh,Child miss approach produce common.,Elizabethborough,7,2021-11-24,3.2,141.66,4163,9.19,2952,Bicycle,12,46-60,Romantic,646,269,25,Belarus,140823.65,Yes,Yes
4092,Sean Gross PhD,Yard really why wall gun floor under every.,South Nicoleview,10,2022-11-21,4.43,429,2042,3.13,728,Bicycle,4,36-45,Cultural,1992,346,14,Jordan,733812.66,No,No
4093,Jamie Maldonado,Might certain political rather care leg rest.,Tonyfurt,7,2020-02-27,3,272.26,616,3.06,669,Flight,3,60+,Cultural,1784,470,13,Saint Barthelemy,877294.44,Yes,No
4094,Sarah Moore,Teach situation share in.,Transide,4,2024-01-26,4.19,283.04,722,2.89,871,Bus,9,60+,Adventure,561,343,26,Sao Tome and Principe,959734.52,No,Yes
4095,Justin Delacruz,Again too argue.,North Kristen,10,2020-10-23,2.19,320.1,148,9.22,2998,Flight,6,46-60,Solo,1835,24,2,Madagascar,228001.6,No,Yes
4096,Tanya Robertson,Road fund senior whose able else live.,Hollowayton,5,2021-06-05,4.99,162.83,1759,1.53,561,Flight,5,60+,Adventure,798,31,11,Nigeria,648956.34,Yes,No
4097,John Ortega,Memory recently control beat.,East Michael,6,2023-03-14,4.7,327.94,319,3.64,2641,Car,11,18-25,Adventure,1365,396,23,Reunion,559714.03,Yes,Yes
4098,Brittany Alvarado,Ago water popular education that language.,Evansland,10,2020-03-25,1.98,157.04,4301,5,736,Bicycle,12,26-35,Romantic,1993,98,23,Malawi,405807.66,No,No
4099,Maria Cooper,Buy should information edge money machine.,North Meagan,11,2021-07-14,1.76,104.49,165,9.81,1392,Bicycle,8,18-25,Luxury,556,153,9,Pakistan,91516.39,Yes,Yes
4100,Leroy Alexander,Bank so hotel gas.,Taylorville,16,2023-10-29,4.73,155.94,2181,3.5,692,Flight,13,60+,Luxury,1081,444,3,Congo,201540.51,Yes,No
4101,James Dixon,Sell sell federal simple hour half.,Port Sarahport,10,2023-08-14,2.72,139.71,4029,9.14,809,Bus,10,18-25,Adventure,1591,230,28,Venezuela,386012.92,No,No
4102,Matthew Henderson,Today quickly course effort ten everything stop.,East Pamside,19,2021-08-15,4.13,423.33,4959,1.22,2309,Bicycle,10,60+,Romantic,1898,84,14,Namibia,890207.26,No,Yes
4103,William Young,Guess year you traditional piece.,Weissborough,16,2024-06-28,3.97,181.68,3031,2.38,1980,Flight,12,60+,Cultural,1521,130,10,United States Virgin Islands,194709.17,Yes,Yes
4104,Jordan Lawrence,Middle treat enough democratic when south huge.,Lake Allisontown,18,2023-10-07,4.07,299.62,3667,8.68,1663,Bus,6,36-45,Family,959,430,18,Puerto Rico,692879.89,No,Yes
4105,George Miller,Sea defense occur development.,Banksburgh,11,2024-03-25,1.64,447.45,1504,6.33,1066,Bus,6,18-25,Solo,880,442,17,China,741845.41,Yes,Yes
4106,Andrew Jones,Still blue positive positive.,Becktown,7,2020-09-02,2.43,102.22,397,9.04,1863,Bus,5,26-35,Solo,539,299,24,British Indian Ocean Territory (Chagos Archipelago),120500.83,Yes,No
4107,Patrick Gonzales,Campaign trouble section yourself.,East Clarenceberg,7,2024-09-19,4.55,185.32,2615,3.02,1215,Car,10,46-60,Cultural,996,308,14,Papua New Guinea,508137.9,No,Yes
4108,Jaime Brown,What see eye thousand can wrong.,Meaganport,14,2020-04-12,3.76,92.19,3076,5.54,1198,Bicycle,10,46-60,Family,1114,2,14,Senegal,328074,No,Yes
4109,Kimberly Wilson,Receive fine modern young.,North Robertoburgh,10,2020-06-06,1.15,492.85,707,7.65,448,Bicycle,10,26-35,Solo,190,445,16,China,485058.83,Yes,Yes
4110,Diana Brock,Might simple attention back here key.,North Kenneth,15,2020-12-22,3.54,475.19,1019,5.89,2650,Train,8,36-45,Solo,1742,437,2,Germany,942333.13,Yes,Yes
4111,Joanna Lynch,Major eight player eat cost personal future.,Smithfort,15,2024-08-26,4.3,361.54,1751,4.91,2701,Car,3,18-25,Cultural,849,331,3,Chile,777044.42,Yes,Yes
4112,Jean Woods,Down factor reach quite police through where to.,Lisamouth,17,2022-10-10,4.02,236.23,2476,9.76,2881,Flight,7,36-45,Luxury,931,499,2,Lebanon,365048.41,No,Yes
4113,Adam Hill,Away real consumer create price something.,South Jessica,13,2023-11-10,4.96,451.47,3068,6.16,2197,Car,4,18-25,Solo,679,374,8,Cote d'Ivoire,975024.94,No,Yes
4114,Scott Owens,City soon international make season occur respond.,South Katherine,1,2021-02-11,3.7,308.92,2741,4.53,2805,Bus,10,46-60,Romantic,166,368,20,Afghanistan,263686.95,Yes,Yes
4115,Edward Smith,Far before somebody.,Mcintoshtown,17,2023-05-20,5,227.51,3058,4.72,986,Bus,10,60+,Cultural,233,139,21,American Samoa,634652.65,Yes,Yes
4116,Joseph Rice,Executive trouble thought business tree official.,South Curtis,19,2021-12-24,3.74,79.02,4824,7.4,1369,Bus,9,18-25,Romantic,1665,250,29,Tajikistan,709554.67,Yes,Yes
4117,Hector Adams,Gun modern pretty type.,New Nathan,1,2020-02-26,4.23,247.53,1979,9.44,1296,Bicycle,6,18-25,Family,811,212,18,Holy See (Vatican City State),971153.02,Yes,Yes
4118,John Ray,Worker hospital offer trial let which both.,Lake Janicebury,3,2022-06-11,4.04,377.24,2554,2.22,1241,Flight,13,60+,Cultural,93,256,11,Indonesia,75936.45,Yes,Yes
4119,Mark Oconnell,Offer glass process according firm.,Lake Sarah,11,2023-10-10,4.97,422.52,754,4.16,2673,Bicycle,12,36-45,Cultural,1622,471,20,El Salvador,427585.09,No,Yes
4120,Christian Thomas,Part attention capital write win western.,South Sara,5,2021-02-09,2.62,449.46,2970,1.64,2087,Train,3,60+,Romantic,1661,88,4,Benin,581411.33,Yes,Yes
4121,Jeffrey Jackson,Soon bag once local soldier operation much.,Monicaside,3,2021-10-16,4.01,385.64,3808,2.33,605,Train,5,46-60,Romantic,922,161,22,Brazil,965658.79,No,Yes
